,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
10,W9dDiZnNgBwmsoue2r68Sg,Edgar Allan Poe House,532 N 7th St,Philadelphia,PA,19123,39.9620288,-75.1498375,4.5,85,1,{'GoodForKids': 'True'},"Museums, Public Services & Government, Arts & Entertainment, Landmarks & Historical Buildings","{'Friday': '13:0-17:0', 'Saturday': '13:0-17:0', 'Sunday': '13:0-17:0'}"
11,hnXA1m5_6ogFvuvPDEP0Aw,Penn Museum,3260 South St,Philadelphia,PA,19104,39.949477,-75.1917841,4.5,113,1,{'GoodForKids': 'True'},"Colleges & Universities, Education, Museums, Venues & Event Spaces, Arts & Entertainment, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
12,Mkr1Bm0SFo51L5-swly0bw,The Signer's Garden,498 Chestnut St,Philadelphia,PA,19106,39.9488186002,-75.1489040628,4.5,8,1,,"Museums, Landmarks & Historical Buildings, Public Services & Government, Arts & Entertainment",
13,RRNgMxqcmO8H1KXPQNb1mg,Photo Pop Philly,111 S Independence Mall E,Philadelphia,PA,19106,39.949774,-75.1480623,4.5,10,0,{'GoodForKids': 'True'},"Arts & Entertainment, Art Galleries, Pop-up Shops, Shopping, Museums","{'Monday': '0:0-0:0', 'Tuesday': '21:0-1:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-18:0'}"
14,OCMrwo6MPIQBeUKwfn0iDg,Science History Institute,315 Chestnut St,Philadelphia,PA,19106,39.9490708,-75.1464205,4.5,30,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""'no'""}","Venues & Event Spaces, Event Planning & Services, Museums, Libraries, Public Services & Government, Arts & Entertainment","{'Monday': '0:0-0:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0'}"
15,Qw7tz-UkPrpXaVidWuab4Q,Philadelphia Museum of Art,2600 Benjamin Franklin Pkwy,Philadelphia,PA,19130,39.965573,-75.180969,4.5,767,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'""}","Art Museums, Jazz & Blues, Arts & Crafts, American (New), Shopping, Museums, Nightlife, Art Galleries, Restaurants, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
16,FYboiPpW2j6lP3T3n-lKAw,The Strange And Unusual,523 S 4th St,Philadelphia,PA,19147,39.9419396,-75.1487818,4.5,24,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'ByAppointmentOnly': 'False'}","Shopping, Antiques, Museums, Professional Services, Arts & Entertainment, Taxidermy","{'Tuesday': '12:0-19:0', 'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}"
17,Cl14jgWjX7cDa5uKoeadVQ,The Rosenbach,2008-2010 Delancey Pl,Philadelphia,PA,19103,39.9473446,-75.1749863,4.5,37,1,"{'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True'}","Public Services & Government, Libraries, Art Galleries, Shopping, Arts & Entertainment, Museums","{'Tuesday': '12:0-17:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-17:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-18:0'}"
18,PsmEYy55HF3epGGbCgIOzA,Wonderspaces Philadelphia,27 N 11th St,Philadelphia,PA,19107,39.9522972,-75.1576716822,4.5,42,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True'}","Virtual Reality Centers, Art Museums, Museums, Shopping, Arts & Entertainment, Art Galleries","{'Monday': '0:0-0:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-20:0'}"
19,4Rjs5IQKnGzHyZ6X3iqJBQ,Woodmere Art Museum,9201 Germantown Ave,Philadelphia,PA,19118,40.0831862,-75.2194183,4.5,12,1,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True'}","Arts & Entertainment, Education, Jazz & Blues, Museums, Nightlife, Special Education, Art Museums","{'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-17:0'}"
20,IBIp-yVFl2PxYS-rgc19Yg,Independence Visitor Center,599 Market St,Philadelphia,PA,19106,39.9509761191,-75.1500126909,4.5,141,1,"{'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'False'}","Breakfast & Brunch, Landmarks & Historical Buildings, Hotels & Travel, Local Flavor, Museums, Public Services & Government, Restaurants, Travel Services, Arts & Entertainment, Ticket Sales, Visitor Centers","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
21,Yj3r1lewEi8U3jjoEsfZ1w,Fireman's Hall Museum,147 N 2nd St,Philadelphia,PA,19102,39.9532769,-75.1427035,4.5,28,1,{'GoodForKids': 'True'},"Landmarks & Historical Buildings, Museums, Public Services & Government, Arts & Entertainment","{'Tuesday': '10:0-16:30', 'Wednesday': '10:0-16:30', 'Thursday': '10:0-16:30', 'Friday': '10:0-16:30', 'Saturday': '10:0-16:30'}"
22,fCodJihIFziZV7mT-hnlrw,Excel Physical Therapy,"1800 John F Kennedy Blvd, Ste 1800",Philadelphia,PA,19130,39.9540022,-75.169996,4.5,7,1,"{'ByAppointmentOnly': 'True', 'GoodForKids': 'False', 'AcceptsInsurance': 'True'}","Physical Therapy, Arts & Entertainment, Museums, Art Museums, Health & Medical","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-12:0'}"
23,CR7A7uxsq46VbjqwMZeObA,Elfreths Alley Museum,126 Elfreth's Aly,Philadelphia,PA,19106,39.9527089,-75.1424869,4.5,29,1,{'GoodForKids': 'True'},"Arts & Entertainment, Museums","{'Friday': '11:0-17:0', 'Saturday': '11:0-17:0', 'Sunday': '12:0-17:0'}"
24,UwkrmLk--LT65HndB1Odhw,Pennsylvania Academy of Fine Arts,118-128 N Broad St,Philadelphia,PA,19102,39.955637,-75.16349,4.5,56,1,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False'}","Shopping, Art Schools, Museums, Specialty Schools, Art Galleries, Arts & Entertainment, Education, Adult Education","{'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}"
25,SSo_kSAbaLtOMhSa2jneXw,Arch Street Meeting House,320 Arch St,Philadelphia,PA,19106,39.9518574786,-75.1461736562,4.5,5,1,"{'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True'}","Religious Organizations, Museums, Local Services, Venues & Event Spaces, Event Planning & Services, Landmarks & Historical Buildings, Community Service/Non-Profit, Arts & Entertainment, Public Services & Government","{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}"
26,6BvmLng8AmH56-eSekl3zg,Morris Arboretum,100 E Northwestern Ave,Philadelphia,PA,19118,40.0897421913,-75.2229091136,4.5,92,1,{'GoodForKids': 'True'},"Arts & Entertainment, Botanical Gardens, Museums","{'Monday': '0:0-0:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}"
27,6iK1I_1a2_l5IFDUPfj2tQ,Philadelphia Art Alliance,251 S 18th St,Philadelphia,PA,19103,39.9482091,-75.1708177,4.5,6,1,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Art Galleries, Shopping, Landmarks & Historical Buildings, Public Services & Government, Arts & Entertainment, American (New), Museums, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-18:0'}"
28,B_nllxux4qLBMzVHG_pq9w,National Museum of American Jewish History,101 S Independence Mall E,Philadelphia,PA,19106,39.9502433661,-75.1485609997,4.5,63,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'WiFi': ""u'free'""}","Museums, Home & Garden, Arts & Entertainment, Jewelry, Landmarks & Historical Buildings, Religious Organizations, Home Decor, Shopping, Books, Mags, Music & Video, Bookstores, Public Services & Government","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
29,QFzJKnSUtkgSs1lKOOxXeA,Academy of Natural Sciences,1900 Benjamin Franklin Pkwy,Philadelphia,PA,19103,39.957018627,-75.1712603922,4.0,131,1,{'GoodForKids': 'True'},"Museums, Arts & Entertainment","{'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
30,aMIRfasPN_HCYdR4lQqzDA,Philadelphia Zoo,3400 W Girard Ave,Philadelphia,PA,19104,39.9719921474,-75.1962714728,4.0,450,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False'}","Active Life, Museums, Zoos, Arts & Entertainment","{'Monday': '9:30-17:0', 'Tuesday': '9:30-17:0', 'Wednesday': '9:30-17:0', 'Thursday': '9:30-17:0', 'Friday': '9:30-17:0', 'Saturday': '9:30-17:0', 'Sunday': '9:30-17:0'}"
31,Ctvo8tFJR3OwDI6lSKGBCQ,Philadelphia History Museum at the Atwater Kent,15 S 7th St,Philadelphia,PA,19106,39.950352,-75.151854,4.0,14,0,{'GoodForKids': 'True'},"Arts & Entertainment, Education, Museums","{'Tuesday': '10:30-16:30', 'Wednesday': '10:30-16:30', 'Thursday': '10:30-16:30', 'Friday': '10:30-16:30', 'Saturday': '10:30-16:30'}"
32,Knk5_SDSCx7slFb2rtBgOw,Please Touch Museum,4231 Ave Of The Republic,Philadelphia,PA,19131,39.979483,-75.20901,4.0,345,1,"{'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False'}","Arts & Entertainment, Museums","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '11:0-17:0'}"
33,sz6KGCGeD75rGRFZm5JkgA,Institute of Contemporary Art,118 S 36th St,Philadelphia,PA,19104,39.954085,-75.194714,4.0,35,1,{'GoodForKids': 'True'},"Art Museums, Museums, Arts & Entertainment","{'Wednesday': '12:0-20:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}"
34,2BYieRxHbrxMzSyZbPE13w,Independence Seaport Museum,211 S Columbus Blvd,Philadelphia,PA,19106,39.9459179924,-75.1404742245,4.0,55,1,"{'GoodForKids': 'True', 'WiFi': ""u'no'""}","Public Services & Government, Landmarks & Historical Buildings, Arts & Entertainment, Museums","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
35,gcTHLDX2jcc1LiXsqyaNtg,The Fabric Workshop and Museum,1214 Arch St,Philadelphia,PA,19107,39.9537173,-75.1602156,4.0,24,1,"{'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': 'None', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'""}","Museums, Art Galleries, Arts & Entertainment, Shopping","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '12:0-17:0', 'Sunday': '12:0-17:0'}"
36,8_O6LXLyMgpq1g9CIwcW4w,National Constitution Center,525 Arch St,Philadelphia,PA,19106,39.953893,-75.149068,4.0,180,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False'}","Museums, Hotels & Travel, Arts & Entertainment, Tours, Event Planning & Services, Venues & Event Spaces","{'Monday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
37,g2zwbLIqxtN9nGGuL43trg,Pizza Brain,2313 Frankford Ave,Philadelphia,PA,19125,39.9806746,-75.1280968,4.0,575,1,"{'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'HappyHour': 'False', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': None}"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True'}","Restaurants, Pizza, Specialty Food, Museums, Food, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '13:0-20:0', 'Wednesday': '13:0-20:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}"
38,HvcIFoojaEFIGUCWgtu0Iw,Ryerss Museum & Library,7370 Central Ave,Philadelphia,PA,19111,40.0686225,-75.0886261,4.0,8,1,{'GoodForKids': 'True'},"Arts & Entertainment, Public Services & Government, Museums, Libraries","{'Friday': '10:0-16:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}"
39,EoKKkfmOOgtdy-Br0Hs1xw,Shofuso Japanese House & Garden,Horticultural Dr And Lansdowne Dr,Philadelphia,PA,19131,39.981419,-75.213578,4.0,99,1,"{'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False'}","Arts & Entertainment, Cultural Center, Venues & Event Spaces, Botanical Gardens, Event Planning & Services, Museums","{'Monday': '0:0-0:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}"
40,PPVPsVsPGii4xs5trp8LcA,Philadelphia Insectarium & Butterfly Pavilion,8046 Frankford Ave,Philadelphia,PA,19136,40.0425104,-75.0263674,4.0,57,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Zoos, Botanical Gardens, Children's Museums, Active Life, Arts & Entertainment, Petting Zoos, Museums","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
41,rgkRwY28yIhw7V7ji1WP9A,Museum of the American Revolution,101 S 3rd St,Philadelphia,PA,19106,39.948212,-75.1455516,4.0,156,1,"{'DogsAllowed': 'False', 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'""}","Arts & Entertainment, Museums","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
42,giUvelDX9OPw7aiF7grvEA,The Mütter Museum,19 S 22nd St,Philadelphia,PA,19103,39.953274,-75.176587,4.0,777,1,"{'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'DogsAllowed': 'False'}","Arts & Entertainment, Museums, Local Flavor","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
43,_aO_GP15Zrh7wcOuvaXnNw,Rodin Museum,2151 Benjamin Franklin Pkwy,Philadelphia,PA,19130,39.9619653,-75.1739912,4.0,170,1,"{'DogsAllowed': 'False', 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'""}","Arts & Entertainment, Museums","{'Monday': '0:0-0:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
44,Uz_jqUTcRvyJ43semUZulg,The Masonic Library and Museum of Pennsylvania,1 N Broad St,Philadelphia,PA,19107,39.9536351,-75.1627465,4.0,23,1,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False'}","Museums, Arts & Entertainment, Souvenir Shops, Shopping","{'Tuesday': '9:30-17:0', 'Wednesday': '9:30-17:0', 'Thursday': '9:30-17:0', 'Friday': '9:30-17:0', 'Saturday': '9:30-17:0'}"
45,K2xCcUr4PgMF_n6cEHNNSQ,Historic Strawberry Mansion,2450 Strawberry Mansion Dr,Philadelphia,PA,19132,39.994293,-75.190387,4.0,5,1,{'GoodForKids': 'True'},"Landmarks & Historical Buildings, Arts & Entertainment, Festivals, Museums, Public Services & Government","{'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}"
46,dBRWKIS7h-qZCi8EjUJ2HA,The Franklin Institute Science Museum,222 N 20th St,Philadelphia,PA,19103,39.9582109,-75.1731373822,4.0,623,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False'}","Cinema, Museums, Venues & Event Spaces, Event Planning & Services, Arts & Entertainment, Community Service/Non-Profit, Local Services","{'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
47,ubYUSAHPt4vNjZDEn44eTA,Benjamin Franklin Museum,317 Chestnut St,Philadelphia,PA,19106,39.9494843329,-75.1467383211,4.0,76,1,{'GoodForKids': 'True'},"Arts & Entertainment, Museums","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
48,KK4brg2RZ04k8K6lyv7aMw,The Constitutional Walking Tour,,Philadelphia,PA,19103,39.9538091035,-75.1490195255,4.0,9,1,,"Walking Tours, Hotels & Travel, Cultural Center, Museums, Arts & Entertainment, Tours",
