business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,actual_review_count
n4Ns3xLRhpkRwglwiQGKVA,Rodeway Inn Center City,1208 Walnut St,Philadelphia,PA,19107,39.948766,-75.161061,2.5,119,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",126
HF1YWT8QVR7095r-aLbV5g,Element Philadelphia,1441 Chestnut St,Philadelphia,PA,19102,39.9511572392,-75.1653848735,4.0,9,1,"{'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",9
TZhCpOoo4TIg7dgftWNKyQ,W Philadelphia,1439 Chestnut St,Philadelphia,PA,19102,39.9515202,-75.1650621,3.5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",8
CAnV18mOhhpQYlOqF40-Dw,Skyview Plaza Hotel,2033 Penrose Ave,Philadelphia,PA,19145,39.9124332,-75.1839978,1.0,24,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Event Planning & Services, Airports, Hotels, Hotels & Travel",,25
D5V0Fawd6ODVgqCY8xngsw,Loews Philadelphia Hotel,1200 Market St,Philadelphia,PA,19107,39.9517461,-75.1602286,3.5,505,1,"{'Caters': 'True', 'RestaurantsPriceRange2': '3', 'WiFi': ""u'paid'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'DogsAllowed': 'True'}","Event Planning & Services, Hotels & Travel, Restaurants, Hotels, Seafood",,512
HsBN0LiWQnbcltRIOWOslg,The Windsor Suites,1700 Benjamin Franklin Pkwy,Philadelphia,PA,19103,39.9557404,-75.1683553,3.5,172,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'DogsAllowed': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-23:59', 'Tuesday': '0:0-23:59', 'Wednesday': '0:0-23:59', 'Thursday': '0:0-23:59', 'Friday': '0:0-23:59', 'Saturday': '0:0-23:59', 'Sunday': '0:0-23:59'}",177
CFlW9bfl4N63fZpQsZIkRQ,"The Logan Philadelphia, Curio Collection by Hilton",1 Logan Sq,Philadelphia,PA,19103,39.9569323,-75.1702705,3.5,211,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Nightlife, Hotels & Travel, Bars, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",215
Q5-CkgsvtlRF5GphtoBFRQ,Live Casino Hotel,900 Packer Ave,Philadelphia,PA,19148,39.9091912,-75.1646617,2.5,10,1,,"Event Planning & Services, Hotels, Hotels & Travel, Burgers, American (Traditional), Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",10
4ojRyf5RfZArkkE9U9bfNw,Hilton Philadelphia Airport,4509 Island Ave,Philadelphia,PA,19153,39.8888335,-75.2321604,2.5,56,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services",,58
wDaZZM-R-DvhoWR8y8q0mg,Hampton Inn Philadelphia-International Airport,8600 Bartram Ave,Philadelphia,PA,19153,39.8882535601,-75.2463403344,3.0,79,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",80
rOQ6I3QglJeXev8Wsx9hkw,Hyatt Regency Philadelphia,"Penn's Landing, 201 S Columbus Blvd",Philadelphia,PA,19106,39.9453341,-75.1414441,3.5,122,0,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'""}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '6:0-6:0', 'Tuesday': '6:0-6:0', 'Wednesday': '6:0-6:0', 'Thursday': '6:0-6:0', 'Friday': '6:0-6:0', 'Saturday': '6:0-6:0', 'Sunday': '6:0-6:0'}",123
_AVG0GvrMfBRK5jyuwSwrg,Motto By Hilton Philadelphia Rittenhouse Square,31 S 19th St,Philadelphia,PA,19103,39.9525065,-75.1717068,4.0,32,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",34
cdZf-iYQRy5D18gTM95aew,The Bellevue Hotel,200 S Broad St,Philadelphia,PA,19102,39.9491188,-75.1648441,3.5,168,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsAttire': ""u'dressy'"", 'DogsAllowed': 'True', 'RestaurantsDelivery': 'False'}","Hotels & Travel, Event Planning & Services, Restaurants, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",169
jDds2solrdvoyK7sB97Eog,Fairfield Inn & Suites Philadelphia Downtown/Center City,261 South 13th Street,Philadelphia,PA,19107,39.9468905,-75.1623589,3.5,20,1,"{'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Venues & Event Spaces, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",20
KGBjEO-FilXoCK_Pk-jsvA,Penn's View Hotel,14 N Front St,Philadelphia,PA,19106,39.950201,-75.142285,4.0,108,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",108
NvaHGU03m-hvXIGScPe6WQ,Holiday Inn Express Philadelphia-Midtown,1305 Walnut St,Philadelphia,PA,19107,39.9493353797,-75.1626115157,3.5,85,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",88
io4YNLvABJrFraEwtQBWqA,Philadelphia 201 Hotel,201 N 17th St,Philadelphia,PA,19103,39.9578348057,-75.1670997617,2.5,557,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False'}","Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",569
iyZGLIhZffqIycfvBwTyCA,Best Western Center City,501 N 22nd St,Philadelphia,PA,19130,39.963091,-75.173804,2.0,24,0,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services",,24
EgI6S-JxwpxICPsqmaggiw,Sofitel Philadelphia,120 S 17th St,Philadelphia,PA,19103,39.9509482,-75.1695409,4.0,373,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'WiFi': ""u'free'""}","Bars, Nightlife, Event Planning & Services, Hotels & Travel, Hotels, Lounges, Caterers","{'Monday': '6:0-5:30', 'Tuesday': '6:0-5:30', 'Wednesday': '6:0-5:30', 'Thursday': '6:0-5:30', 'Friday': '6:0-5:30', 'Saturday': '6:0-5:30', 'Sunday': '6:0-5:30'}",379
taVKq3N2vPxeNAHYDJAL5g,Cornerstone Bed & Breakfast,3300 Baring St,Philadelphia,PA,19104,39.9613129,-75.1899803,4.5,29,1,"{'WiFi': ""u'free'""}","Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '8:30-20:30', 'Tuesday': '8:30-20:30', 'Wednesday': '8:30-20:30', 'Thursday': '8:30-20:30', 'Friday': '8:30-20:30', 'Saturday': '8:30-20:30', 'Sunday': '8:30-20:30'}",29
bjkA3ustWdg3EsTLRiUNKA,"The Inn at Penn, a Hilton Hotel",3600 Sansom St,Philadelphia,PA,19104,39.9537829039,-75.1957815881,4.0,118,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",120
5CCWbCvlxPCX3kLSSFTfEA,Chestnut Hill Tower Apartments,7600 Stenton Ave,Philadelphia,PA,19118,40.0732581,-75.1906974,2.0,17,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Apartments, Hotels, Home Services, Real Estate","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-17:0'}",23
3QPAh9VvYNTnqAFgBeBcng,Alexander Inn,301 S 12th St,Philadelphia,PA,19107,39.946396818,-75.1609669488,4.5,168,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False'}","Event Planning & Services, Hotels & Travel, Bed & Breakfast, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",171
Je10gqBQIqSvYNS8XGrYnw,Chez Colette,120 S 17th St,Philadelphia,PA,19103,39.9507208157,-75.1689343926,3.5,30,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Restaurants, Hotels, Nightlife, Event Planning & Services, Hotels & Travel, Caterers, Breakfast & Brunch, French, Cocktail Bars, Bars","{'Tuesday': '7:0-11:0', 'Wednesday': '7:0-11:0', 'Thursday': '7:0-11:0', 'Friday': '7:0-11:0', 'Saturday': '7:0-11:0', 'Sunday': '7:0-12:0'}",32
sBZClv18j7gr1HIGIMXNcA,Hampton Inn Philadelphia Center City-Convention Center,1301 Race St,Philadelphia,PA,19107,39.9562835951,-75.1607483625,3.5,175,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",176
xcySfsPDols3EdtFC6b76g,Sheraton Philadelphia University City Hotel,3549 Chestnut St,Philadelphia,PA,19104,39.954872,-75.194173,2.5,149,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'ByAppointmentOnly': 'True'}","Hotels, Hotels & Travel, Venues & Event Spaces, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",150
SEFujmfGZI08JWRyhIpYeQ,Embassy Suites by Hilton Philadelphia Airport,9000 Bartram Ave,Philadelphia,PA,19153,39.8838478195,-75.2497038245,2.5,170,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",176
zy2p8yfx_fgXMCCUo8nWsA,Sleep Inn Center City,1020 Cherry St,Philadelphia,PA,19107,39.9546067076,-75.157443872,3.5,45,1,"{'ByAppointmentOnly': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False'}","Hotels & Travel, Hostels, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",45
yrpbZJblFvKpXSMvj--WVQ,Blue Cross RiverRink Winterfest,101 S Columbus Blvd,Philadelphia,PA,19106,39.9482667972,-75.1399237486,4.0,67,1,"{'RestaurantsReservations': 'False', 'Caters': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'loud'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}""}","Nightlife, Skating Rinks, Restaurants, Hotels & Travel, Event Planning & Services, Bars, Comfort Food, Active Life, Hotels","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",67
JIrsBVXBPGeW5hRZvX7ZuA,Residence Inn by Marriott Philadelphia Center City,One East Penn Sq,Philadelphia,PA,19107,39.9526484795,-75.1624528099,3.5,145,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True'}","Hotels & Travel, Event Planning & Services, Apartments, Home Services, Hotels, Real Estate, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",147
bTNwrkDJ2HSIQo5egSX37g,Days Inn by Wyndham Philadelphia - Roosevelt Boulevard,4200 Roosevelt Blvd,Philadelphia,PA,19124,40.029927,-75.1062366,1.0,24,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Hotels & Travel",,26
HjewUoIXMm7yLu3aqQVTLg,Peking Inn,"2020 Penrose Ave, Ste D",Philadelphia,PA,19145,39.911958,-75.183405,2.5,13,1,"{'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'HappyHour': 'False'}","Restaurants, Food, Beer, Wine & Spirits, Cantonese, Chinese, Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '14:0-22:0'}",14
THeEPb1SgJLhwMlWrxOeSQ,Four Points by Sheraton Philadelphia Northeast,9461 Roosevelt Blvd,Philadelphia,PA,19114,40.0783729453,-75.0292557658,2.5,100,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True'}","Wedding Planning, Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Caterers, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",101
