,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
13,jQDXPPEfRlGiiH7kmRfM0w,ABV% Beverage,3421 Richmond St,Philadelphia,PA,19134,39.985543,-75.0957743,5.0,5,1,"{'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Beer, Wine & Spirits, Food","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-21:0'}"
14,AxcyIxsjJbRNG2RFTguavw,Mike's Hot Dog Cart,24th & Passyunk Ave,Philadelphia,PA,19146,39.9223806,-75.1869289,5.0,22,1,"{'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'WiFi': ""'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'False', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Food Stands, Restaurants",
15,bFO_XYnYMDF1GMY9LK3oxQ,Otolith Sustainable Seafood,2133 Huntingdon St,Philadelphia,PA,19125,39.9842403,-75.123013,5.0,10,1,"{'Alcohol': ""u'none'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Seafood Markets, Specialty Food, Restaurants, Food, Seafood, Grocery","{'Thursday': '15:0-18:0', 'Friday': '15:0-18:0', 'Saturday': '15:0-18:0', 'Sunday': '15:0-18:0'}"
16,1wwH1dnkTtDnCfpHORlgBQ,Mommy Telly's Famous BBQ,23 N 33rd St,Philadelphia,PA,19104,39.9565322,-75.1891783,5.0,14,1,"{'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False'}","Food, Food Trucks, Barbeque, Restaurants, Filipino","{'Monday': '11:0-16:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-16:0', 'Thursday': '11:0-16:0', 'Friday': '11:0-16:0'}"
17,99zoELPcbwRBUqiPoaPqiQ,Bold Coffee Bar,1623 Ridge Ave,Philadelphia,PA,19130,39.9699772,-75.1639247,5.0,28,1,"{'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'Caters': 'False', 'RestaurantsTableService': 'False', 'BYOB': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'DogsAllowed': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'False', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False'}","Coffee & Tea, Food, Cafes, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '8:0-12:0', 'Saturday': '8:0-15:0'}"
18,YMoXwiXIst-pnTYwKgs0Nw,Flourish Bakeshop,310 S 48th St,Philadelphia,PA,19143,39.9531368,-75.2186607,5.0,8,0,"{'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True'}","Bakeries, Custom Cakes, Food, Desserts","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-15:0'}"
19,BLjK2H6Vdb8S8zPpa2dh7Q,Heart and Soul Bakery,201 S 25th St,Philadelphia,PA,19103,39.9500718,-75.1808116734,5.0,8,1,"{'Caters': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Desserts, Bakeries, Food, Cupcakes","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
20,6LHm5237s7sDCtoFncODLA,Let's Cultivate Food,4658 Umbria St,Philadelphia,PA,19127,40.0307476,-75.2304722,5.0,37,1,"{'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Food, Event Planning & Services, Arts & Crafts, Food Delivery Services, Cooking Classes, Team Building Activities, Cooking Schools, Special Education, Caterers, Specialty Schools, Education, Shopping, Personal Chefs","{'Monday': '0:0-0:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
21,faSi7EoZ38xMPJEpp7-pqg,Algorithm Restaurants,,Philadelphia,PA,19125,40.116933,-75.355294,5.0,10,1,"{'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'HappyHour': 'True', 'Caters': 'True', 'BYOB': 'None', 'Alcohol': ""u'none'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'HasTV': 'False', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}","Food, Food Trucks, Pop-Up Restaurants, Business Consulting, Professional Services, Event Planning & Services, Street Vendors, Restaurants, Mexican, Burgers, Party Equipment Rentals, Tacos, Vegan","{'Monday': '12:0-17:0', 'Tuesday': '12:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '12:0-19:0'}"
22,XKhACCLtkT29uWmEBx-DHQ,Rowhouse Grocery,1713 McKean St,Philadelphia,PA,19145,39.9264200131,-75.1746901497,5.0,9,1,"{'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Specialty Food, Grocery, Coffee & Tea, Convenience Stores, Food","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0'}"
23,KTGEa8V9ec0QBYM_uk1YLQ,Czerw's Kielbasy,3370 Tilton St,Philadelphia,PA,19134,39.986119,-75.0979492,5.0,150,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'False', 'Caters': 'False', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'None'}","Food, Specialty Food, Meat Shops","{'Tuesday': '8:0-16:30', 'Wednesday': '8:0-16:30', 'Thursday': '8:0-16:30', 'Friday': '8:0-17:0', 'Saturday': '7:0-14:0'}"
24,dIuZ9SDAkiFzg1yuA8RkeA,Mediterranean Banquet Hall,2033 S Bancroft St,Philadelphia,PA,19145,39.9253058646,-75.1732910797,5.0,10,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': 'None', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Alcohol': 'None'}","Venues & Event Spaces, Wedding Planning, Mediterranean, Party & Event Planning, Food Delivery Services, Restaurants, Caterers, Italian, Event Planning & Services, Food","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}"
25,CSCm7XPkoz72Ovfa0ugu7Q,Maplewood Nutrition & Dietary Food Shop,51 Maplewood Ave,Philadelphia,PA,19144,40.0334158,-75.1754611,5.0,6,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False'}","Food, Cosmetics & Beauty Supply, Specialty Food, Shopping, Health Markets, Beauty & Spas, Restaurants, Vegetarian","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30', 'Saturday': '9:0-17:0'}"
26,PBjjuAkc9QX2UWMc3RWXQQ,Fiorella's Sausage,817 Christian St,Philadelphia,PA,19147,39.938873,-75.156937,5.0,27,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'Caters': 'False'}","Italian, Food, Specialty Food, Restaurants, Meat Shops, Butcher",
27,50mWV40JHQnUM40Ei0TtxQ,Al Sultan International Gourmet Market,1545 W Passyunk Ave,Philadelphia,PA,19145,39.9251689,-75.17258,5.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'False', 'Caters': 'False', 'DogsAllowed': 'True'}","Ethnic Food, Food, Imported Food, Herbs & Spices, Grocery, Meat Shops, Specialty Food","{'Monday': '0:0-0:0', 'Tuesday': '12:0-17:0', 'Wednesday': '12:0-17:0', 'Thursday': '12:0-17:0', 'Friday': '12:0-17:0', 'Saturday': '12:0-17:0'}"
28,w95-wGc1hJ31fRNajtEtOg,Burrito Feliz Philly,2000 S 7th St,Philadelphia,PA,19148,39.9240450948,-75.1581183892,5.0,24,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False'}","Food Trucks, Food",{'Sunday': '15:0-21:0'}
29,21czbreHdJ8DxchFcsAlQA,Barone's How U Doin' Deli & Grocery,1515 W Porter St,Philadelphia,PA,19145,39.9198589,-75.1730406,5.0,11,0,"{'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True'}","Specialty Food, Food, Delis, Grocery, Ethnic Food, Convenience Stores, Italian, Restaurants",
30,S6AP1meHAC0RxJXW26fq1g,Philly Foodworks,2901 W Hunting Park Ave,Philadelphia,PA,19129,40.0061301,-75.1777029,5.0,115,1,"{'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Fruits & Veggies, CSA, Food, Food Delivery Services, Specialty Food, Farmers Market","{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '10:0-16:0'}"
31,GIAgyEwEQITK7wZI_vhXIA,Bangin' Curry Franklin,1670 Washington Ave,Philadelphia,PA,19146,39.938374,-75.171071,5.0,77,0,"{'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'DogsAllowed': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'Caters': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1'}","Food Trucks, Restaurants, Food Court, Japanese Curry, Street Vendors, Food, Japanese, Food Delivery Services","{'Monday': '0:0-0:0', 'Saturday': '12:0-19:0'}"
32,f8LkUwzYthcG8jTagLzK1w,52nd Station Diner,9 S 52nd St,Philadelphia,PA,19139,39.9596810609,-75.2248420939,5.0,15,1,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'GoodForKids': 'True'}","Comfort Food, Diners, Restaurants, Breakfast & Brunch","{'Monday': '6:30-14:30', 'Tuesday': '6:30-14:30', 'Wednesday': '6:30-14:30', 'Thursday': '6:30-14:30', 'Friday': '6:30-14:30', 'Saturday': '6:30-14:30'}"
33,RA4SCy0Af5yI0t8lP-3EFA,"P. & F. Giordano, LLC",1043 S 9th St,Philadelphia,PA,19147,39.9364798,-75.1583039,5.0,10,1,"{'BusinessAcceptsCreditCards': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': None, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Specialty Food, Food, Fruits & Veggies",
34,WmLZanQpFG4qpfT7j3RXbg,1 Stop Mini Market,700 S 8th St,Philadelphia,PA,19147,39.9414019,-75.1559518,5.0,6,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False'}","Food, Convenience Stores","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-22:0'}"
35,DS-aX6GzBVwRpIzP8luWBw,Condiment,51 N 12th St,Philadelphia,PA,19107,39.953423,-75.159096,5.0,18,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Specialty Food, Food","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '9:0-17:0'}"
36,cVV8GWVIe9BwyCOKwrFgPA,Castellino's,1255 E Palmer St,Philadelphia,PA,19125,39.9723373258,-75.129040464,5.0,72,1,"{'OutdoorSeating': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'HasTV': 'False'}","Restaurants, Food, Sardinian, Italian, Delis, Pasta Shops, Specialty Food, International Grocery","{'Monday': '0:0-0:0', 'Tuesday': '12:0-17:0', 'Wednesday': '12:0-17:0', 'Thursday': '12:0-17:0', 'Friday': '12:0-17:0', 'Saturday': '12:0-16:0'}"
37,E_w9t1HQtcizm9didoC4yQ,Young American Cider,6350 Germantown Ave,Philadelphia,PA,19144,40.0446083,-75.1818294,5.0,12,1,{'RestaurantsTakeOut': 'True'},"Breweries, Food, Beverage Store",
